user_id,free_meal,free_checked_bags,no_cancellation_fees,exclusive_discounts,free_hotel_night
637421,no,no,no,no,no
615749,no,no,no,no,yes
568093,no,no,no,no,no
684806,no,no,no,no,yes
469767,no,yes,no,no,no
529406,no,yes,no,no,no
527560,no,no,no,no,no
586644,no,no,no,no,no
565109,no,yes,no,yes,no
567906,no,no,no,no,no
652040,no,yes,no,yes,no
638576,no,no,no,no,no
553943,no,no,no,no,no
525631,no,yes,no,no,no
613442,no,yes,no,no,no
533617,no,no,no,no,no
518956,no,no,no,no,no
537671,no,yes,no,no,no
581269,no,no,no,no,yes
607270,no,no,no,no,no
605096,no,yes,no,no,no
536474,no,no,no,no,no
512887,no,no,no,yes,no
512294,no,yes,yes,no,yes
545810,no,no,no,no,no
529879,no,yes,no,no,yes
581412,no,no,no,no,no
529502,no,no,no,no,no
522761,no,yes,no,no,yes
554289,no,no,no,no,no
501125,no,no,no,no,no
580902,no,no,no,no,no
559194,no,no,no,no,no
546972,no,no,no,no,no
508848,no,no,no,no,no
574513,no,no,no,no,no
531562,no,no,no,no,no
534607,no,yes,no,no,no
583490,no,no,no,no,no
530223,no,no,no,no,no
539888,no,no,no,no,no
228872,no,no,no,no,no
618780,no,no,no,no,no
442718,no,no,no,no,no
602769,no,yes,yes,no,yes
512984,no,no,no,no,no
689984,no,no,no,no,no
636874,no,no,no,no,no
533656,no,no,no,no,no
531344,no,no,no,no,no
636966,no,yes,no,no,no
405305,no,no,no,no,no
596186,no,no,no,no,no
594146,no,no,no,no,no
530282,no,no,yes,no,no
584034,no,yes,no,no,no
514324,no,no,no,no,no
390811,no,no,no,no,no
521943,no,no,no,no,no
518756,no,no,no,no,yes
583499,no,yes,no,no,no
597010,no,no,no,no,no
671151,no,yes,no,no,no
551241,no,no,no,no,no
511726,no,no,no,no,no
503277,no,yes,no,no,no
573291,no,no,yes,no,no
519357,no,yes,yes,no,yes
521343,no,yes,yes,no,no
553955,no,yes,yes,no,yes
508111,no,no,no,no,no
567885,no,yes,no,no,no
545629,no,yes,yes,no,yes
566174,no,no,no,no,no
545939,no,no,no,no,no
563254,no,no,no,no,no
796032,no,yes,no,no,no
691546,no,yes,yes,no,no
538638,no,no,no,no,no
491241,no,no,no,no,no
651828,no,no,no,no,no
510754,no,no,yes,no,yes
721570,no,no,no,no,no
511328,no,no,no,no,no
556906,no,no,no,no,no
479254,no,no,no,no,no
483603,no,no,no,no,no
533378,no,yes,no,no,no
538432,no,yes,no,no,yes
528248,no,no,no,no,no
716337,no,no,no,no,no
485785,no,no,no,no,no
511608,no,no,no,no,no
592221,no,no,no,no,no
539008,no,no,no,no,no
510078,no,no,no,no,yes
563482,no,no,no,no,no
540557,no,no,no,no,no
533846,no,no,no,no,no
468370,no,no,no,no,no
564699,no,no,no,no,yes
527004,no,no,no,no,no
566432,no,no,no,no,no
528743,no,yes,no,no,no
474464,no,yes,no,no,no
515409,no,yes,no,no,no
590123,no,no,no,no,no
545803,no,no,no,no,no
515200,no,no,no,no,no
513339,no,no,no,no,no
599311,no,no,no,no,no
590829,no,no,no,no,no
598590,no,no,yes,no,yes
588919,no,no,no,no,no
591097,no,no,no,no,no
601673,no,no,yes,no,no
588582,no,no,no,no,no
550071,no,no,yes,no,yes
710489,no,no,no,no,no
548672,no,no,no,no,no
544495,no,no,no,no,no
617402,no,no,no,no,yes
530322,no,yes,no,no,no
572396,no,no,no,no,no
568078,no,no,no,no,no
527928,no,no,no,no,no
471935,no,no,no,no,no
517064,no,no,no,no,no
511783,no,no,no,no,no
632631,no,no,no,no,no
512801,no,yes,yes,no,yes
543671,no,no,no,no,no
589405,no,no,no,no,no
651201,no,no,no,no,yes
594985,no,no,no,no,no
520411,no,no,no,no,no
568385,no,yes,no,no,yes
530720,no,yes,no,no,no
502444,no,no,yes,no,no
545089,no,no,no,no,no
524682,no,no,no,no,no
620719,no,no,no,no,no
373489,no,yes,no,no,no
558395,no,no,no,no,no
582320,no,no,no,no,no
530427,no,no,no,no,no
556015,no,no,no,no,no
602748,no,no,no,no,no
777846,no,no,no,no,no
548490,no,no,no,no,no
519888,no,yes,no,no,no
607280,no,no,no,no,no
535136,no,no,no,no,no
517700,no,yes,no,no,no
603875,no,no,no,no,no
588355,no,no,no,no,no
577617,no,yes,yes,no,no
532361,no,no,no,no,no
543126,no,no,no,no,no
623972,no,no,no,no,no
565902,no,no,no,no,no
525175,no,no,no,no,no
632316,no,no,no,no,no
522633,no,no,no,no,no
564962,no,no,no,no,yes
576272,no,no,no,no,no
539519,no,no,no,no,no
526174,no,no,no,no,no
609673,no,no,no,yes,no
635949,no,yes,no,no,no
538458,no,no,no,no,no
553664,no,no,no,no,no
489949,no,no,no,no,no
511902,no,no,no,no,no
552653,no,no,no,no,no
488462,no,no,yes,no,no
546844,no,yes,yes,no,yes
555934,no,no,no,no,no
545748,no,no,no,no,no
519430,no,no,no,no,no
483982,no,no,no,no,no
560090,no,no,no,no,no
474384,no,yes,no,no,no
549623,no,no,no,no,yes
561846,no,yes,no,no,no
584844,no,yes,no,no,no
516590,no,no,no,no,no
515666,no,no,no,no,no
512610,no,yes,yes,no,no
572502,no,no,no,no,no
543778,no,no,no,yes,no
566152,no,no,no,no,no
530514,no,no,no,yes,no
441448,no,no,no,no,no
513853,no,no,no,no,no
565764,no,no,no,no,no
516965,no,no,no,no,yes
516296,no,no,no,no,no
549938,no,yes,no,no,no
530811,no,no,no,no,no
520708,no,no,no,no,no
561992,no,no,no,no,no
556127,no,no,no,no,no
509421,no,no,no,no,no
425953,no,no,no,no,yes
505941,no,no,no,no,no
535266,no,yes,no,no,no
468808,no,no,no,no,no
530665,no,no,no,no,no
522937,no,yes,yes,yes,yes
526378,no,yes,yes,no,no
518735,no,no,no,no,no
650079,no,no,no,no,no
645933,no,no,no,no,no
459645,no,no,no,no,no
523710,no,no,no,no,no
548093,no,no,no,no,no
501087,no,no,no,no,no
511613,no,yes,no,no,no
538388,no,yes,yes,no,yes
561331,no,no,no,no,no
524214,no,no,no,no,no
547951,no,no,no,no,no
533302,no,no,no,no,no
565114,no,yes,no,yes,no
544444,no,no,no,no,no
445351,no,no,no,no,no
549850,no,no,no,no,yes
519285,no,no,no,no,no
585965,no,no,no,no,no
552661,no,no,no,no,no
636102,no,no,yes,no,no
516972,no,no,no,no,no
511504,no,no,no,no,no
510094,no,no,no,no,no
577225,no,yes,no,no,no
573564,no,no,yes,no,no
518535,no,no,no,no,no
529050,no,no,no,no,no
508693,no,no,no,no,no
472785,no,no,no,no,no
454934,no,yes,no,no,yes
520429,no,yes,no,no,no
602120,no,no,no,no,no
620382,no,no,no,no,no
440655,no,no,no,no,no
502609,no,no,yes,no,yes
642820,no,no,no,no,no
466723,no,no,no,no,yes
597498,no,no,yes,no,yes
553704,no,no,no,no,no
637687,no,no,no,no,yes
543810,no,yes,yes,yes,yes
576962,no,no,no,no,no
392453,no,no,no,no,no
584115,no,no,no,no,no
559432,no,no,no,no,no
508946,no,no,no,no,no
553231,no,no,no,no,no
526221,no,no,no,no,no
437539,no,no,yes,no,yes
491266,no,yes,no,no,no
539135,no,no,yes,no,yes
595626,no,no,no,no,no
589650,no,no,no,no,no
526154,no,no,no,no,no
513659,no,no,no,no,no
511936,no,no,no,no,no
548109,no,yes,yes,no,yes
529695,no,no,yes,no,yes
489635,no,no,no,no,yes
538608,no,yes,no,no,yes
522809,no,no,no,no,no
531512,no,no,no,no,no
567961,no,no,no,no,no
536050,no,yes,no,no,no
511542,no,no,no,no,no
604617,no,no,no,no,no
448564,no,no,yes,no,no
523392,no,no,no,no,no
512009,no,yes,no,no,no
518954,no,no,no,no,no
534697,no,no,no,no,no
473467,no,no,no,no,no
522263,no,no,no,no,no
513103,no,no,no,no,no
565510,no,no,no,no,no
526759,no,no,no,no,no
572632,no,no,no,no,no
563266,no,no,no,no,no
508938,no,no,no,no,no
520733,no,no,no,no,no
498199,no,no,no,no,no
553754,no,no,no,no,no
530719,no,yes,no,no,no
536066,no,no,no,no,no
515953,no,no,no,no,no
432637,no,no,no,no,no
665746,no,yes,no,no,no
528186,no,no,no,no,yes
501764,no,no,no,no,no
513497,no,no,no,no,no
588386,no,no,no,no,no
561353,no,no,no,no,no
520619,no,no,no,no,no
556274,no,no,no,no,no
525389,no,no,no,no,no
542812,no,no,no,no,no
538214,no,no,no,no,no
573698,no,no,no,no,no
541034,no,no,no,no,no
625597,no,no,no,no,no
565212,no,yes,no,no,yes
547613,no,no,no,no,no
506234,no,yes,no,no,no
478585,no,yes,yes,no,yes
499028,no,no,no,no,no
599065,no,yes,no,no,yes
510219,no,no,no,no,no
507431,no,no,no,no,no
544043,no,no,no,no,no
529332,no,no,no,no,no
595587,no,no,no,no,no
542153,no,no,no,no,no
476124,no,no,no,no,no
541176,no,no,no,no,no
756434,no,no,no,no,no
627617,no,no,no,no,no
671999,no,no,no,no,no
516273,no,no,no,no,no
518324,no,no,yes,no,yes
578088,no,no,no,no,no
633314,no,no,no,no,no
593632,no,yes,no,no,no
517739,no,no,no,no,no
482744,no,yes,no,no,yes
555108,no,no,no,no,no
485505,no,no,no,no,no
350648,no,no,no,no,no
594875,no,no,no,no,no
587304,no,no,no,no,no
590394,no,no,no,no,no
512831,no,yes,no,no,no
574279,no,yes,no,no,no
480796,no,no,no,no,no
518372,no,no,no,no,no
495386,no,no,no,yes,no
521462,no,yes,no,no,no
521295,no,no,no,no,no
513856,no,no,no,no,no
554609,no,no,no,no,no
512301,no,yes,yes,no,no
511326,no,no,no,no,no
519955,no,no,no,no,no
571864,no,no,no,no,no
618266,no,yes,no,no,no
661697,no,no,no,no,no
512392,no,no,no,no,no
540138,no,no,no,no,no
552363,no,yes,no,no,no
674375,no,no,no,no,no
535912,no,no,yes,no,yes
515854,no,no,no,no,no
541357,no,yes,no,no,no
413340,no,no,no,no,no
514515,no,yes,no,no,no
538457,no,yes,no,no,no
491930,no,yes,no,no,no
516004,no,no,no,no,no
520821,no,no,no,no,no
528735,no,no,no,no,no
590103,no,no,no,no,no
330764,no,no,no,no,no
512536,no,no,no,no,no
513221,no,no,no,no,no
519353,no,no,no,no,no
595624,no,no,no,no,no
531471,no,yes,no,no,no
683978,no,no,no,no,no
543928,no,no,no,no,no
554724,no,no,no,no,no
533932,no,yes,no,no,no
548228,no,no,no,no,no
522179,no,yes,no,no,no
655300,no,no,no,no,no
499461,no,no,no,no,no
586270,no,no,no,no,no
528942,no,yes,yes,no,yes
546679,no,yes,no,no,no
626318,no,no,no,no,no
616222,no,no,no,no,no
524226,no,no,no,yes,yes
581770,no,no,no,no,no
487101,no,no,no,no,yes
535701,no,no,no,no,no
524211,no,no,no,no,no
520762,no,no,no,no,no
575208,no,no,no,no,no
586803,no,no,no,no,no
508917,no,no,no,no,no
518074,no,no,no,no,no
526782,no,no,no,no,no
605494,no,yes,no,no,no
317688,no,no,no,no,yes
621607,no,no,no,no,no
522062,no,no,no,no,no
713557,no,no,no,no,no
586124,no,no,no,no,no
518711,no,no,no,no,no
641537,no,no,no,no,no
511178,no,no,no,no,no
426478,no,no,no,no,no
531921,no,no,no,no,no
513242,no,no,no,no,no
541389,no,yes,yes,no,no
449804,no,yes,no,no,no
524151,no,no,no,no,no
531625,no,no,no,no,no
523877,no,yes,no,no,yes
506807,no,no,no,no,no
582577,no,no,no,no,no
574206,no,no,no,no,no
566964,no,no,no,no,no
496286,no,yes,no,no,no
540244,no,yes,no,no,no
545109,no,no,no,no,no
514586,no,no,no,no,no
510494,no,no,yes,no,yes
557986,no,no,no,no,no
632665,no,yes,no,no,no
547663,no,no,no,no,no
491182,no,yes,yes,no,yes
511440,no,no,no,no,no
484418,no,no,no,no,no
521963,no,no,no,no,no
618343,no,no,no,no,no
486046,no,no,no,no,no
536951,no,yes,yes,no,yes
557298,no,no,no,no,no
536241,no,no,no,no,no
206011,no,no,no,no,no
682005,no,no,no,no,no
524419,no,no,no,no,no
550442,no,no,no,no,no
565582,no,no,no,no,no
400275,no,no,no,no,no
620972,no,no,no,no,no
583070,no,no,no,no,no
596442,no,no,no,no,no
564616,no,no,no,no,no
547266,no,no,no,no,no
598945,no,no,no,no,no
499475,no,no,no,no,no
549584,no,yes,no,no,no
509061,no,no,no,yes,no
522585,no,no,no,no,no
561710,no,yes,no,no,no
510423,no,no,no,no,no
512463,no,yes,no,no,no
548488,no,no,no,no,no
620884,no,no,no,no,yes
573153,no,yes,no,no,yes
573588,no,no,no,no,yes
600351,no,no,no,no,no
605578,no,no,no,no,no
544627,no,yes,no,no,no
616795,no,no,no,no,no
510044,no,no,no,no,no
513006,no,no,no,no,no
503945,no,no,no,no,no
612812,no,no,no,no,no
548040,no,no,no,no,no
487352,no,no,no,no,no
524620,no,no,no,no,no
617407,no,no,no,no,no
550572,no,no,no,no,no
567547,no,no,no,no,no
576966,no,no,no,no,no
509316,no,no,no,no,no
509841,no,no,no,no,no
540605,no,no,no,no,no
582664,no,no,no,no,no
591746,no,no,no,no,no
477316,no,no,no,no,no
491706,no,no,no,no,no
655499,no,no,no,no,no
524001,no,no,no,no,yes
437549,no,yes,no,no,no
628694,no,no,no,no,no
617052,no,no,no,no,no
668172,no,no,no,no,no
527518,no,no,no,no,no
377411,no,no,no,no,no
523715,no,yes,no,no,no
573807,no,no,no,no,no
582903,no,yes,no,no,no
614033,no,no,no,no,no
407250,no,no,no,no,no
563740,no,no,no,no,no
678888,no,no,no,no,no
600395,no,no,no,no,no
593244,no,no,no,no,no
539453,no,no,no,no,no
570639,no,no,no,no,no
586850,no,no,no,no,yes
512787,no,no,no,no,no
551430,no,no,no,no,no
641364,no,yes,yes,no,no
514133,no,no,no,no,no
522420,no,no,no,no,no
686445,no,no,no,no,no
594000,no,no,no,no,no
546688,no,yes,no,no,yes
523686,no,no,no,no,no
516301,no,yes,yes,no,yes
607931,no,no,no,no,no
511862,no,yes,no,no,no
600561,no,no,no,no,no
531868,no,no,no,no,no
565935,no,no,no,no,no
556019,no,no,no,no,no
485260,no,no,no,no,no
600842,no,no,no,no,no
518281,no,no,no,no,no
562587,no,no,no,no,no
523073,no,no,no,no,no
517105,no,no,no,no,no
582326,no,yes,no,no,yes
558682,no,no,no,no,no
525415,no,no,no,no,no
647862,no,no,no,no,no
559071,no,no,no,no,no
511809,no,no,no,no,no
598832,no,no,no,no,no
538112,no,no,no,no,no
523090,no,no,no,no,no
533575,no,yes,no,no,yes
536622,no,no,no,no,no
535553,no,no,no,no,no
543659,no,yes,yes,no,yes
574150,no,no,no,yes,no
565841,no,no,no,no,no
609413,no,no,no,no,no
649208,no,no,no,no,no
550221,no,no,no,no,no
565912,no,no,no,no,no
545290,no,no,no,yes,no
518092,no,no,yes,no,no
585722,no,no,no,no,no
519769,no,no,no,no,no
532622,no,no,no,no,no
541998,no,no,no,no,no
518347,no,no,no,no,no
630039,no,no,no,no,no
522533,no,no,no,no,no
547617,no,no,no,no,no
568416,no,no,no,no,no
375751,no,no,no,no,no
530374,no,no,no,no,no
544513,no,yes,no,yes,no
541505,no,no,no,no,no
564588,no,no,no,no,no
513227,no,no,no,no,no
527987,no,yes,no,no,no
518870,no,no,no,no,no
526789,no,no,no,no,no
711391,no,yes,no,no,yes
537586,no,no,no,no,no
574104,no,no,no,no,yes
551282,no,yes,no,no,yes
631388,no,no,no,no,no
549569,no,no,no,no,no
525671,no,no,no,no,no
515124,no,no,no,no,yes
564854,no,no,no,no,no
563343,no,no,no,no,no
561054,no,yes,no,no,no
510356,no,no,no,no,no
630178,no,no,no,no,no
547453,no,no,no,no,no
531931,no,no,no,no,no
700237,no,yes,no,no,yes
476956,no,no,no,no,no
531795,no,no,no,no,no
606041,no,no,no,no,no
543927,no,no,no,no,no
528930,no,no,no,no,no
640968,no,no,no,no,no
506186,no,no,no,no,no
648379,no,no,no,no,no
526495,no,no,no,no,no
461559,no,no,no,no,no
552734,no,yes,no,no,no
605004,no,no,no,no,no
692510,no,no,no,no,no
510694,no,no,no,no,yes
518925,no,no,no,no,no
574489,no,no,no,no,no
599348,no,no,yes,no,no
510172,no,no,no,no,no
600011,no,no,no,no,no
529940,no,no,no,no,no
528690,no,no,no,no,no
473343,no,yes,no,no,no
581086,no,no,no,no,no
533199,no,no,no,no,no
527393,no,no,no,no,no
561798,no,no,no,no,no
590442,no,no,no,no,no
524615,no,no,no,no,no
589758,no,no,yes,no,yes
580077,no,no,no,no,no
547606,no,no,no,no,no
620274,no,no,no,no,no
508512,no,no,no,no,no
523824,no,no,no,no,no
540698,no,no,no,no,no
463698,no,no,no,no,yes
460072,no,no,no,no,no
600018,no,yes,yes,no,yes
586656,no,no,no,no,no
510243,no,no,no,no,no
561699,no,no,no,no,no
527346,no,no,no,no,no
660110,no,no,no,no,no
516694,no,no,no,no,no
488480,no,no,no,no,no
516216,no,no,no,no,yes
521885,no,no,no,no,no
542752,no,no,no,no,no
511093,no,no,no,no,no
521510,no,yes,no,no,no
567219,no,no,no,no,no
589884,no,yes,no,no,no
524650,no,no,no,no,no
520491,no,yes,yes,no,no
583931,no,no,no,no,no
511535,no,no,no,no,no
618181,no,no,no,no,no
606094,no,no,no,no,yes
513776,no,no,no,no,no
554560,no,no,no,no,no
545758,no,no,no,no,no
518406,no,no,no,no,no
489575,no,yes,no,no,yes
556347,no,yes,no,no,no
508923,no,yes,no,no,no
626519,no,no,no,no,no
532823,no,no,no,no,no
517438,no,no,yes,no,yes
624913,no,yes,no,no,no
609051,no,no,no,no,no
468801,no,no,no,no,no
511364,no,no,no,no,no
408551,no,no,no,no,no
555850,no,no,no,no,no
665397,no,no,no,no,no
578872,no,no,no,no,no
523913,no,no,no,no,no
464239,no,no,no,no,no
520680,no,no,no,no,no
509282,no,yes,no,no,no
535637,no,no,no,no,no
608866,no,no,no,no,no
510805,no,no,no,no,no
580626,no,no,no,no,no
528490,no,no,no,no,yes
580611,no,no,no,no,no
501897,no,no,no,no,no
523807,no,no,no,no,no
530743,no,yes,no,no,no
543885,no,no,no,no,no
481050,no,no,no,no,no
575561,no,yes,no,no,no
510779,no,no,no,no,no
531807,no,no,no,no,no
558019,no,no,no,no,no
527451,no,no,no,no,no
359072,no,no,no,no,yes
584030,no,no,no,no,yes
591155,no,no,no,no,no
563410,no,no,no,no,no
625984,no,no,no,no,no
581385,no,no,no,no,no
436894,no,no,no,no,no
594892,no,no,no,no,no
542706,no,no,no,no,no
522788,no,no,no,no,no
605945,no,no,no,no,no
516682,no,no,no,no,no
540199,no,no,no,no,no
588103,no,yes,yes,no,yes
531456,no,no,no,no,no
438937,no,no,no,no,no
548113,no,no,no,no,no
533357,no,no,yes,no,no
508144,no,no,no,no,no
536469,no,no,no,no,no
525488,no,no,no,no,no
527132,no,no,no,no,no
540819,no,no,no,no,yes
483224,no,no,no,no,no
610793,no,no,no,no,no
487715,no,no,yes,no,yes
572609,no,no,no,no,no
760304,no,no,no,no,no
594410,no,no,no,no,no
628023,no,no,no,no,no
540150,no,no,no,no,no
584537,no,no,yes,no,no
538529,no,yes,no,no,no
514830,no,no,no,no,no
539953,no,no,no,no,no
563507,no,yes,no,no,no
539669,no,no,no,no,no
461744,no,no,no,no,no
540306,no,yes,no,no,no
511469,no,no,no,no,no
531857,no,no,no,no,no
564593,no,no,no,no,no
516001,no,no,no,no,no
569458,no,no,no,no,no
670471,no,no,no,no,no
435231,no,no,no,no,no
573122,no,no,no,no,no
596153,no,no,yes,no,no
538538,no,no,no,no,no
476081,no,no,no,no,no
522364,no,no,no,no,no
657122,no,no,no,no,no
518747,no,no,no,no,no
530607,no,no,no,no,no
509892,no,no,no,no,no
592035,no,yes,no,no,no
645685,no,yes,no,no,yes
497042,no,no,no,no,no
586672,no,no,no,no,no
534895,no,no,no,no,no
187212,no,no,no,no,no
526872,no,no,no,no,no
545375,no,no,no,no,no
510836,no,yes,yes,no,yes
551023,no,no,no,no,no
551978,no,yes,no,no,no
545327,no,no,no,no,no
519709,no,yes,yes,no,no
539936,no,no,no,no,no
568004,no,no,no,no,no
546065,no,no,no,no,no
678536,no,no,no,no,no
500791,no,no,no,no,no
649081,no,no,no,no,no
529845,no,no,no,no,no
563787,no,no,no,no,no
306819,no,no,no,no,no
481245,no,no,no,no,no
510022,no,no,no,no,no
507036,no,no,no,no,no
478188,no,no,no,no,no
435596,no,no,no,no,no
518629,no,yes,yes,no,yes
527219,no,no,no,no,no
511066,no,no,no,no,no
485149,no,no,no,no,no
625555,no,no,no,no,no
785107,no,yes,no,no,no
556052,no,no,no,no,no
649080,no,no,no,no,no
525265,no,yes,no,no,no
546509,no,no,no,no,no
510328,no,no,yes,no,yes
572428,no,no,no,no,no
521000,no,no,no,no,no
530627,no,no,no,no,no
570821,no,no,no,no,no
535189,no,no,no,no,no
540527,no,no,no,no,yes
520745,no,no,no,no,no
529023,no,no,no,no,no
517158,no,no,no,no,no
544536,no,no,no,no,no
539140,no,no,no,no,no
579323,no,yes,no,no,no
513625,no,yes,no,no,no
473847,no,no,no,no,no
519096,no,no,no,no,no
526372,no,no,no,no,no
577944,no,no,no,no,no
513289,no,no,no,no,no
644467,no,yes,no,no,no
509516,no,no,no,no,no
526409,no,no,no,no,no
509272,no,no,no,no,no
573720,no,no,no,no,no
521009,no,no,no,no,no
566770,no,no,no,no,no
801660,no,no,no,no,no
668677,no,no,no,no,no
554217,no,no,no,no,no
479078,no,no,no,no,no
519171,no,no,no,no,no
654687,no,no,no,no,no
515436,no,no,no,no,no
547181,no,no,no,no,no
569150,no,yes,yes,no,yes
541734,no,yes,no,no,no
334787,no,no,no,no,no
524052,no,no,no,no,no
518585,no,no,no,no,no
536791,no,no,no,no,no
574003,no,no,no,no,no
584134,no,no,no,no,no
524628,no,no,no,no,no
553967,no,no,no,no,no
471077,no,yes,yes,no,yes
543271,no,no,no,no,no
559758,no,no,no,no,no
574909,no,yes,no,no,no
535942,no,no,no,no,no
542795,no,no,no,no,yes
504916,no,no,no,no,no
600078,no,yes,no,no,no
570224,no,no,no,no,no
555058,no,no,no,no,no
527605,no,no,no,no,no
561994,no,no,no,no,no
538197,no,no,no,yes,yes
575756,no,no,no,no,no
507773,no,no,no,no,no
550871,no,no,no,no,no
511554,no,no,no,no,no
567558,no,no,no,no,no
677896,no,no,no,no,no
515330,no,no,no,no,no
811077,no,no,no,no,no
561837,no,no,no,no,no
517330,no,no,no,no,no
526867,no,no,no,no,yes
588497,no,no,no,no,no
442812,no,no,no,no,no
503058,no,no,no,no,no
560519,no,no,no,no,no
513933,no,no,no,no,no
546664,no,no,no,no,no
520175,no,no,no,no,no
608039,no,no,no,no,no
518135,no,no,no,no,no
552345,no,no,no,no,no
624258,no,no,no,no,no
502412,no,no,no,no,no
524358,no,no,no,no,no
547180,no,no,no,no,no
609817,no,no,no,no,no
517579,no,no,no,no,no
538454,no,no,no,no,no
524637,no,yes,no,no,no
511923,no,no,no,no,no
640849,no,no,no,no,no
659832,no,no,no,no,no
594188,no,no,no,no,no
618201,no,no,no,no,no
511860,no,no,no,no,no
539611,no,no,no,no,no
525975,no,yes,no,no,yes
570021,no,yes,no,no,no
702595,no,no,no,no,no
542326,no,no,no,no,no
618815,no,no,no,no,no
539855,no,no,no,no,no
570945,no,no,no,no,no
559112,no,yes,no,no,no
592399,no,yes,no,no,yes
545652,no,no,no,no,no
672009,no,no,no,no,no
546282,no,no,no,no,no
542303,no,no,no,no,no
559469,no,no,no,no,no
555782,no,no,no,no,no
528354,no,no,no,no,no
459486,no,no,no,no,no
609102,no,no,no,no,no
558437,no,no,no,no,no
567211,no,no,no,no,no
546130,no,no,no,no,no
525212,no,no,no,no,no
632749,no,no,no,no,no
555326,no,no,no,no,no
527280,no,no,no,no,no
527326,no,no,no,no,no
607350,no,yes,no,no,no
532721,no,no,no,no,no
594737,no,no,no,no,no
515901,no,no,no,no,no
580658,no,no,no,no,no
505066,no,no,no,no,no
533411,no,no,no,no,no
539917,no,no,no,no,no
552726,no,no,no,no,no
506828,no,no,no,no,no
538883,no,no,no,no,no
639510,no,no,no,no,no
389662,no,no,no,no,no
521416,no,no,no,no,no
512289,no,no,no,no,no
521607,no,no,no,no,no
502626,no,no,no,no,no
471717,no,no,no,no,no
616461,no,no,no,no,no
589121,no,no,no,no,no
533497,no,yes,yes,no,no
606862,no,no,no,no,no
454661,no,no,no,no,no
492209,no,no,no,no,no
454616,no,no,no,no,no
541980,no,no,no,no,no
554444,no,yes,no,no,no
454955,no,no,no,no,no
671368,no,no,no,no,no
563974,no,no,no,no,no
510610,no,no,no,no,no
597434,no,no,no,no,no
409073,no,yes,no,no,no
531824,no,yes,no,no,yes
656150,no,no,no,no,no
545633,no,no,no,yes,no
524076,no,no,no,no,no
508096,no,no,no,no,no
539566,no,no,no,no,no
504299,no,no,no,no,no
530739,no,no,no,no,no
508360,no,no,no,no,no
530365,no,no,no,no,no
553151,no,yes,no,no,no
568101,no,no,no,no,no
480313,no,yes,no,no,yes
465531,no,no,no,no,no
510393,no,no,no,no,no
600057,no,no,no,no,no
520244,no,no,no,no,no
623691,no,no,no,no,no
552192,no,yes,yes,no,no
487637,no,no,no,no,no
488865,no,yes,no,no,no
476693,no,no,no,no,yes
569466,no,no,no,no,no
540415,no,no,no,no,no
529082,no,no,no,no,no
574987,no,no,no,no,no
547761,no,no,no,no,no
583038,no,no,no,no,no
620690,no,no,no,no,no
608521,no,no,no,no,no
590468,no,no,no,no,no
492211,no,no,no,no,no
566787,no,no,no,no,no
520882,no,no,no,no,no
530869,no,no,no,no,no
499252,no,no,no,no,no
540260,no,yes,no,no,no
560362,no,yes,no,no,no
562209,no,no,no,no,no
654395,no,no,no,no,no
635576,no,no,no,no,no
524909,no,no,no,no,no
651269,no,no,no,no,yes
614632,no,no,no,no,no
533187,no,no,no,no,no
614549,no,no,no,no,no
533492,no,yes,no,no,no
509453,no,no,no,no,no
610492,no,no,no,no,no
511910,no,no,no,no,no
639009,no,yes,no,no,no
488827,no,no,yes,yes,yes
519726,no,no,no,no,no
516639,no,yes,yes,no,no
547150,no,no,no,no,no
548307,no,no,no,no,no
571523,no,no,no,no,no
602323,no,no,no,no,no
590429,no,no,no,no,no
594238,no,no,no,no,no
704652,no,no,no,no,no
527995,no,no,no,no,no
516744,no,no,no,no,no
508860,no,no,no,no,no
545115,no,no,no,no,no
558786,no,no,no,no,no
354950,no,no,no,no,no
679040,no,no,no,no,no
586251,no,no,no,no,no
591835,no,no,no,no,no
608823,no,no,no,no,no
540642,no,no,no,no,no
690420,no,no,no,no,yes
542282,no,no,no,no,yes
511055,no,no,no,no,no
534608,no,yes,no,no,yes
519348,no,no,no,no,no
429375,no,no,no,no,no
605878,no,no,no,no,no
530775,no,yes,no,no,no
624636,no,no,no,no,no
518866,no,no,no,no,no
575131,no,no,no,no,no
584843,no,no,no,no,no
561896,no,no,no,no,no
330893,no,no,no,no,no
407642,no,no,no,no,no
570930,no,no,no,no,no
518751,no,no,yes,no,no
569832,no,no,no,no,no
519694,no,no,no,no,yes
577089,no,no,no,no,no
511122,no,no,no,no,no
601882,no,no,no,no,no
541612,no,no,yes,no,no
582446,no,no,no,no,no
554202,no,no,no,no,no
561653,no,no,no,no,no
561201,no,yes,no,no,no
574465,no,no,no,no,no
456663,no,yes,no,no,no
533093,no,no,no,no,no
566096,no,no,no,no,no
497680,no,no,no,no,no
467339,no,yes,no,no,no
544694,no,no,no,no,no
512846,no,no,no,no,no
514501,no,no,no,no,no
630738,no,no,no,no,no
563342,no,no,no,no,no
529362,no,no,yes,no,yes
512655,no,no,no,no,no
511811,no,no,no,no,no
545848,no,no,no,no,no
552314,no,no,no,no,no
519059,no,no,no,no,no
549190,no,no,no,no,no
586344,no,no,no,no,no
528844,no,no,no,no,no
621085,no,no,no,no,no
601894,no,no,no,no,no
532750,no,no,no,no,no
564182,no,no,no,no,no
